state	date	fips	new.cases	abbr
OKLAHOMA	2020-05-08	40	94	OK
OREGON	2020-05-08	41	79	OR
ARKANSAS	2020-05-08	5	53	AR
FLORIDA	2020-05-08	12	371	FL
WYOMING	2020-05-08	56	9	WY
IDAHO	2020-05-08	16	27	ID
WEST VIRGINIA	2020-05-08	54	26	WV
VERMONT	2020-05-08	50	3	VT
ALASKA	2020-05-08	2	3	AK
MONTANA	2020-05-08	30	2	MT
HAWAII	2020-05-08	15	0	HI
RHODE ISLAND	2020-05-07	44	325	RI
DISTRICT OF COLUMBIA	2020-05-07	11	193	DC
MASSACHUSETTS	2020-05-07	25	1696	MA
CONNECTICUT	2020-05-07	9	789	CN
NEBRASKA	2020-05-07	31	419	NE
ILLINOIS	2020-05-07	17	2638	IL
IOWA	2020-05-07	19	655	IA
MARYLAND	2020-05-07	24	1213	MD
NEW JERSEY	2020-05-07	34	1745	NJ
NEW YORK	2020-05-07	36	3526	NY
DELAWARE	2020-05-07	10	161	DE
VIRGINIA	2020-05-07	51	1314	VA
SOUTH DAKOTA	2020-05-07	46	126	SD
MINNESOTA	2020-05-07	27	785	MN
KANSAS	2020-05-07	20	347	KS
INDIANA	2020-05-07	18	656	IN
NEW MEXICO	2020-05-07	35	202	NM
COLORADO	2020-05-07	8	544	CO
PENNSYLVANIA	2020-05-07	42	1160	PA
MISSISSIPPI	2020-05-07	28	262	MS
GEORGIA	2020-05-07	13	800	GA
NEW HAMPSHIRE	2020-05-07	33	102	NH
ALABAMA	2020-05-07	1	355	AL
NORTH DAKOTA	2020-05-07	38	48	ND
NORTH CAROLINA	2020-05-07	37	648	NC
MAINE	2020-05-07	23	76	ME
MICHIGAN	2020-05-07	26	564	MI
LOUISIANA	2020-05-07	22	253	LA
TENNESSEE	2020-05-07	47	371	TN
WISCONSIN	2020-05-07	55	314	WI
KENTUCKY	2020-05-07	21	227	KY
OHIO	2020-05-07	39	555	OH
CALIFORNIA	2020-05-07	6	1694	CA
TEXAS	2020-05-07	48	1241	TX
WASHINGTON	2020-05-07	53	314	WA
SOUTH CAROLINA	2020-05-07	45	206	SC
MISSOURI	2020-05-07	29	245	MO
FLORIDA	2020-05-07	12	826	FL
UTAH	2020-05-07	49	119	UT
NEVADA	2020-05-07	32	114	NV
ARIZONA	2020-05-07	4	238	AZ
OKLAHOMA	2020-05-07	40	129	OK
ARKANSAS	2020-05-07	5	83	AR
OREGON	2020-05-07	41	73	OR
VERMONT	2020-05-07	50	8	VT
WEST VIRGINIA	2020-05-07	54	21	WV
IDAHO	2020-05-07	16	20	ID
WYOMING	2020-05-07	56	4	WY
ALASKA	2020-05-07	2	3	AK
HAWAII	2020-05-07	15	3	HI
MONTANA	2020-05-07	30	0	MT
DELAWARE	2020-05-06	10	407	DE
RHODE ISLAND	2020-05-06	44	272	RI
MASSACHUSETTS	2020-05-06	25	1754	MA
DISTRICT OF COLUMBIA	2020-05-06	11	139	DC
ILLINOIS	2020-05-06	17	2275	IL
MARYLAND	2020-05-06	24	1046	MD
NEBRASKA	2020-05-06	31	329	NE
NEW JERSEY	2020-05-06	34	1297	NJ
NEW YORK	2020-05-06	36	2746	NY
MINNESOTA	2020-05-06	27	728	MN
INDIANA	2020-05-06	18	863	IN
CONNECTICUT	2020-05-06	9	374	CN
IOWA	2020-05-06	19	293	IA
KANSAS	2020-05-06	20	266	KS
LOUISIANA	2020-05-06	22	403	LA
WASHINGTON	2020-05-06	53	639	WA
COLORADO	2020-05-06	8	464	CO
GEORGIA	2020-05-06	13	848	GA
PENNSYLVANIA	2020-05-06	42	1022	PA
NEW HAMPSHIRE	2020-05-06	33	105	NH
NORTH DAKOTA	2020-05-06	38	57	ND
NEW MEXICO	2020-05-06	35	153	NM
MISSISSIPPI	2020-05-06	28	217	MS
MICHIGAN	2020-05-06	26	688	MI
SOUTH DAKOTA	2020-05-06	46	59	SD
WISCONSIN	2020-05-06	55	335	WI
ARIZONA	2020-05-06	4	402	AZ
OHIO	2020-05-06	39	607	OH
ALABAMA	2020-05-06	1	254	AL
CALIFORNIA	2020-05-06	6	1939	CA
UTAH	2020-05-06	49	156	UT
NORTH CAROLINA	2020-05-06	37	500	NC
WYOMING	2020-05-06	56	27	WY
MISSOURI	2020-05-06	29	245	MO
TEXAS	2020-05-06	48	1155	TX
ARKANSAS	2020-05-06	5	86	AR
KENTUCKY	2020-05-06	21	124	KY
TENNESSEE	2020-05-06	47	182	TN
FLORIDA	2020-05-06	12	563	FL
NEVADA	2020-05-06	32	79	NV
MAINE	2020-05-06	23	28	ME
WEST VIRGINIA	2020-05-06	54	34	WV
OKLAHOMA	2020-05-06	40	74	OK
SOUTH CAROLINA	2020-05-06	45	95	SC
OREGON	2020-05-06	41	77	OR
IDAHO	2020-05-06	16	31	ID
VERMONT	2020-05-06	50	1	VT
ALASKA	2020-05-06	2	1	AK
HAWAII	2020-05-06	15	1	HI
MONTANA	2020-05-06	30	0	MT
VIRGINIA	2020-05-06	51	0	VA
RHODE ISLAND	2020-05-05	44	281	RI
NEW JERSEY	2020-05-05	34	2324	NJ
DISTRICT OF COLUMBIA	2020-05-05	11	152	DC
CONNECTICUT	2020-05-05	9	648	CN
MASSACHUSETTS	2020-05-05	25	1184	MA
NEBRASKA	2020-05-05	31	319	NE
ILLINOIS	2020-05-05	17	2049	IL
IOWA	2020-05-05	19	408	IA
NEW YORK	2020-05-05	36	2302	NY
MARYLAND	2020-05-05	24	708	MD
MISSISSIPPI	2020-05-05	28	330	MS
MINNESOTA	2020-05-05	27	617	MN
KENTUCKY	2020-05-05	21	452	KY
VIRGINIA	2020-05-05	51	764	VA
DELAWARE	2020-05-05	10	83	DE
INDIANA	2020-05-05	18	568	IN
KANSAS	2020-05-05	20	242	KS
COLORADO	2020-05-05	8	457	CO
PENNSYLVANIA	2020-05-05	42	975	PA
LOUISIANA	2020-05-05	22	323	LA
ALABAMA	2020-05-05	1	325	AL
CALIFORNIA	2020-05-05	6	2515	CA
SOUTH DAKOTA	2020-05-05	46	53	SD
WISCONSIN	2020-05-05	55	330	WI
NORTH DAKOTA	2020-05-05	38	41	ND
ARIZONA	2020-05-05	4	386	AZ
NEW MEXICO	2020-05-05	35	107	NM
GEORGIA	2020-05-05	13	526	GA
OHIO	2020-05-05	39	495	OH
TENNESSEE	2020-05-05	47	272	TN
TEXAS	2020-05-05	48	1152	TX
MICHIGAN	2020-05-05	26	395	MI
NORTH CAROLINA	2020-05-05	37	412	NC
UTAH	2020-05-05	49	123	UT
NEW HAMPSHIRE	2020-05-05	33	48	NH
FLORIDA	2020-05-05	12	542	FL
WASHINGTON	2020-05-05	53	187	WA
MISSOURI	2020-05-05	29	143	MO
OKLAHOMA	2020-05-05	40	83	OK
OREGON	2020-05-05	41	80	OR
ARKANSAS	2020-05-05	5	56	AR
SOUTH CAROLINA	2020-05-05	45	84	SC
MAINE	2020-05-05	23	21	ME
WYOMING	2020-05-05	56	8	WY
NEVADA	2020-05-05	32	38	NV
IDAHO	2020-05-05	16	21	ID
WEST VIRGINIA	2020-05-05	54	18	WV
VERMONT	2020-05-05	50	5	VT
HAWAII	2020-05-05	15	3	HI
ALASKA	2020-05-05	2	1	AK
MONTANA	2020-05-05	30	0	MT
NEBRASKA	2020-05-04	31	437	NE
DISTRICT OF COLUMBIA	2020-05-04	11	154	DC
CONNECTICUT	2020-05-04	9	686	CN
ILLINOIS	2020-05-04	17	2341	IL
NEW JERSEY	2020-05-04	34	1525	NJ
IOWA	2020-05-04	19	534	IA
RHODE ISLAND	2020-05-04	44	175	RI
MARYLAND	2020-05-04	24	948	MD
MASSACHUSETTS	2020-05-04	25	1000	MA
NEW YORK	2020-05-04	36	2524	NY
MISSISSIPPI	2020-05-04	28	327	MS
MINNESOTA	2020-05-04	27	571	MN
VIRGINIA	2020-05-04	51	821	VA
INDIANA	2020-05-04	18	588	IN
NEW MEXICO	2020-05-04	35	180	NM
DELAWARE	2020-05-04	10	80	DE
LOUISIANA	2020-05-04	22	363	LA
KANSAS	2020-05-04	20	208	KS
PENNSYLVANIA	2020-05-04	42	913	PA
GEORGIA	2020-05-04	13	732	GA
TENNESSEE	2020-05-04	47	412	TN
MISSOURI	2020-05-04	29	322	MO
NEW HAMPSHIRE	2020-05-04	33	70	NH
NEVADA	2020-05-04	32	154	NV
OHIO	2020-05-04	39	560	OH
COLORADO	2020-05-04	8	272	CO
UTAH	2020-05-04	49	151	UT
WISCONSIN	2020-05-04	55	272	WI
ALABAMA	2020-05-04	1	224	AL
NORTH DAKOTA	2020-05-04	38	34	ND
SOUTH DAKOTA	2020-05-04	46	37	SD
ARIZONA	2020-05-04	4	279	AZ
FLORIDA	2020-05-04	12	819	FL
KENTUCKY	2020-05-04	21	147	KY
CALIFORNIA	2020-05-04	6	1261	CA
TEXAS	2020-05-04	48	835	TX
IDAHO	2020-05-04	16	47	ID
SOUTH CAROLINA	2020-05-04	45	131	SC
NORTH CAROLINA	2020-05-04	37	203	NC
MICHIGAN	2020-05-04	26	193	MI
OREGON	2020-05-04	41	79	OR
OKLAHOMA	2020-05-04	40	72	OK
WYOMING	2020-05-04	56	10	WY
WEST VIRGINIA	2020-05-04	54	29	WV
MAINE	2020-05-04	23	20	ME
WASHINGTON	2020-05-04	53	104	WA
ARKANSAS	2020-05-04	5	38	AR
VERMONT	2020-05-04	50	5	VT
ALASKA	2020-05-04	2	2	AK
MONTANA	2020-05-04	30	2	MT
HAWAII	2020-05-04	15	1	HI
NEW JERSEY	2020-05-03	34	3027	NJ
DISTRICT OF COLUMBIA	2020-05-03	11	219	DC
MASSACHUSETTS	2020-05-03	25	1824	MA
ILLINOIS	2020-05-03	17	2994	IL
NEW YORK	2020-05-03	36	3699	NY
NEBRASKA	2020-05-03	31	354	NE
RHODE ISLAND	2020-05-03	44	188	RI
DELAWARE	2020-05-03	10	170	DE
IOWA	2020-05-03	19	528	IA
MARYLAND	2020-05-03	24	993	MD
VIRGINIA	2020-05-03	51	940	VA
KANSAS	2020-05-03	20	314	KS
INDIANA	2020-05-03	18	638	IN
PENNSYLVANIA	2020-05-03	42	1008	PA
MINNESOTA	2020-05-03	27	435	MN
KENTUCKY	2020-05-03	21	342	KY
WASHINGTON	2020-05-03	53	560	WA
TENNESSEE	2020-05-03	47	495	TN
COLORADO	2020-05-03	8	409	CO
NEW HAMPSHIRE	2020-05-03	33	89	NH
MICHIGAN	2020-05-03	26	612	MI
UTAH	2020-05-03	49	194	UT
ALABAMA	2020-05-03	1	277	AL
NEW MEXICO	2020-05-03	35	118	NM
WISCONSIN	2020-05-03	55	304	WI
NORTH DAKOTA	2020-05-03	38	38	ND
OHIO	2020-05-03	39	579	OH
MISSOURI	2020-05-03	29	300	MO
SOUTH DAKOTA	2020-05-03	46	43	SD
LOUISIANA	2020-05-03	22	200	LA
ARIZONA	2020-05-03	4	276	AZ
MISSISSIPPI	2020-05-03	28	109	MS
CALIFORNIA	2020-05-03	6	1319	CA
GEORGIA	2020-05-03	13	350	GA
OKLAHOMA	2020-05-03	40	121	OK
TEXAS	2020-05-03	48	866	TX
FLORIDA	2020-05-03	12	615	FL
NEVADA	2020-05-03	32	83	NV
SOUTH CAROLINA	2020-05-03	45	137	SC
MAINE	2020-05-03	23	33	ME
ARKANSAS	2020-05-03	5	59	AR
VERMONT	2020-05-03	50	11	VT
NORTH CAROLINA	2020-05-03	37	154	NC
WYOMING	2020-05-03	56	7	WY
OREGON	2020-05-03	41	45	OR
WEST VIRGINIA	2020-05-03	54	11	WV
ALASKA	2020-05-03	2	3	AK
CONNECTICUT	2020-05-03	9	0	CN
HAWAII	2020-05-03	15	0	HI
MONTANA	2020-05-03	30	0	MT
IDAHO	2020-05-03	16	-2	ID
RHODE ISLAND	2020-05-02	44	327	RI
NEW JERSEY	2020-05-02	34	2527	NJ
MASSACHUSETTS	2020-05-02	25	1952	MA
NEBRASKA	2020-05-02	31	494	NE
IOWA	2020-05-02	19	758	IA
NEW YORK	2020-05-02	36	4559	NY
DISTRICT OF COLUMBIA	2020-05-02	11	139	DC
ILLINOIS	2020-05-02	17	2450	IL
MARYLAND	2020-05-02	24	1002	MD
CONNECTICUT	2020-05-02	9	523	CN
DELAWARE	2020-05-02	10	120	DE
KANSAS	2020-05-02	20	353	KS
NEW MEXICO	2020-05-02	35	219	NM
INDIANA	2020-05-02	18	688	IN
PENNSYLVANIA	2020-05-02	42	1307	PA
VIRGINIA	2020-05-02	51	830	VA
LOUISIANA	2020-05-02	22	429	LA
MINNESOTA	2020-05-02	27	498	MN
NEW HAMPSHIRE	2020-05-02	33	119	NH
TENNESSEE	2020-05-02	47	595	TN
MICHIGAN	2020-05-02	26	843	MI
COLORADO	2020-05-02	8	457	CO
GEORGIA	2020-05-02	13	832	GA
MISSISSIPPI	2020-05-02	28	229	MS
SOUTH DAKOTA	2020-05-02	46	62	SD
ALABAMA	2020-05-02	1	317	AL
NORTH DAKOTA	2020-05-02	38	46	ND
WISCONSIN	2020-05-02	55	346	WI
NORTH CAROLINA	2020-05-02	37	592	NC
ARIZONA	2020-05-02	4	402	AZ
MISSOURI	2020-05-02	29	314	MO
OHIO	2020-05-02	39	592	OH
UTAH	2020-05-02	49	152	UT
NEVADA	2020-05-02	32	141	NV
SOUTH CAROLINA	2020-05-02	45	231	SC
TEXAS	2020-05-02	48	1091	TX
CALIFORNIA	2020-05-02	6	1435	CA
FLORIDA	2020-05-02	12	735	FL
WASHINGTON	2020-05-02	53	249	WA
OKLAHOMA	2020-05-02	40	103	OK
WYOMING	2020-05-02	56	13	WY
MAINE	2020-05-02	23	29	ME
ARKANSAS	2020-05-02	5	62	AR
WEST VIRGINIA	2020-05-02	54	33	WV
IDAHO	2020-05-02	16	26	ID
OREGON	2020-05-02	41	56	OR
VERMONT	2020-05-02	50	7	VT
MONTANA	2020-05-02	30	2	MT
ALASKA	2020-05-02	2	1	AK
HAWAII	2020-05-02	15	1	HI
KENTUCKY	2020-05-02	21	2	KY
DISTRICT OF COLUMBIA	2020-05-01	11	335	DC
RHODE ISLAND	2020-05-01	44	341	RI
MASSACHUSETTS	2020-05-01	25	2106	MA
CONNECTICUT	2020-05-01	9	1064	CN
MARYLAND	2020-05-01	24	1741	MD
NEW JERSEY	2020-05-01	34	2538	NJ
NEBRASKA	2020-05-01	31	506	NE
ILLINOIS	2020-05-01	17	3137	IL
IOWA	2020-05-01	19	738	IA
NEW YORK	2020-05-01	36	3879	NY
DELAWARE	2020-05-01	10	184	DE
TENNESSEE	2020-05-01	47	1275	TN
LOUISIANA	2020-05-01	22	710	LA
MISSISSIPPI	2020-05-01	28	397	MS
INDIANA	2020-05-01	18	842	IN
VIRGINIA	2020-05-01	51	1055	VA
NEW HAMPSHIRE	2020-05-01	33	164	NH
PENNSYLVANIA	2020-05-01	42	1540	PA
MINNESOTA	2020-05-01	27	594	MN
MICHIGAN	2020-05-01	26	1000	MI
GEORGIA	2020-05-01	13	1005	GA
SOUTH DAKOTA	2020-05-01	46	75	SD
WISCONSIN	2020-05-01	55	460	WI
COLORADO	2020-05-01	8	454	CO
KANSAS	2020-05-01	20	205	KS
NEVADA	2020-05-01	32	196	NV
OHIO	2020-05-01	39	716	OH
NORTH DAKOTA	2020-05-01	38	40	ND
UTAH	2020-05-01	49	157	UT
NEW MEXICO	2020-05-01	35	102	NM
FLORIDA	2020-05-01	12	1037	FL
CALIFORNIA	2020-05-01	6	1848	CA
ALABAMA	2020-05-01	1	226	AL
MISSOURI	2020-05-01	29	277	MO
TEXAS	2020-05-01	48	1270	TX
ARIZONA	2020-05-01	4	314	AZ
WASHINGTON	2020-05-01	53	320	WA
NORTH CAROLINA	2020-05-01	37	415	NC
KENTUCKY	2020-05-01	21	171	KY
OKLAHOMA	2020-05-01	40	130	OK
SOUTH CAROLINA	2020-05-01	45	163	SC
VERMONT	2020-05-01	50	13	VT
MAINE	2020-05-01	23	28	ME
OREGON	2020-05-01	41	69	OR
WEST VIRGINIA	2020-05-01	54	26	WV
ALASKA	2020-05-01	2	9	AK
WYOMING	2020-05-01	56	7	WY
IDAHO	2020-05-01	16	19	ID
ARKANSAS	2020-05-01	5	29	AR
HAWAII	2020-05-01	15	1	HI
MONTANA	2020-05-01	30	0	MT
RHODE ISLAND	2020-04-30	44	374	RI
DISTRICT OF COLUMBIA	2020-04-30	11	217	DC
MASSACHUSETTS	2020-04-30	25	1940	MA
NEW JERSEY	2020-04-30	34	2388	NJ
CONNECTICUT	2020-04-30	9	933	CN
NEW YORK	2020-04-30	36	4702	NY
NEBRASKA	2020-04-30	31	456	NE
ILLINOIS	2020-04-30	17	2563	IL
KANSAS	2020-04-30	20	494	KS
PENNSYLVANIA	2020-04-30	42	2033	PA
MARYLAND	2020-04-30	24	883	MD
GEORGIA	2020-04-30	13	1131	GA
VIRGINIA	2020-04-30	51	885	VA
INDIANA	2020-04-30	18	690	IN
IOWA	2020-04-30	19	302	IA
NEW MEXICO	2020-04-30	35	198	NM
COLORADO	2020-04-30	8	527	CO
MICHIGAN	2020-04-30	26	905	MI
MINNESOTA	2020-04-30	27	492	MN
SOUTH DAKOTA	2020-04-30	46	75	SD
MISSISSIPPI	2020-04-30	28	246	MS
DELAWARE	2020-04-30	10	79	DE
LOUISIANA	2020-04-30	22	341	LA
NEW HAMPSHIRE	2020-04-30	33	92	NH
OHIO	2020-04-30	39	724	OH
ARIZONA	2020-04-30	4	446	AZ
WISCONSIN	2020-04-30	55	334	WI
UTAH	2020-04-30	49	173	UT
NORTH CAROLINA	2020-04-30	37	560	NC
NORTH DAKOTA	2020-04-30	38	34	ND
WASHINGTON	2020-04-30	53	324	WA
TEXAS	2020-04-30	48	1233	TX
SOUTH CAROLINA	2020-04-30	45	214	SC
CALIFORNIA	2020-04-30	6	1566	CA
NEVADA	2020-04-30	32	119	NV
KENTUCKY	2020-04-30	21	170	KY
TENNESSEE	2020-04-30	47	251	TN
OKLAHOMA	2020-04-30	40	145	OK
ALABAMA	2020-04-30	1	143	AL
MAINE	2020-04-30	23	39	ME
WYOMING	2020-04-30	56	15	WY
ARKANSAS	2020-04-30	5	74	AR
FLORIDA	2020-04-30	12	498	FL
MISSOURI	2020-04-30	29	137	MO
IDAHO	2020-04-30	16	32	ID
OREGON	2020-04-30	41	64	OR
WEST VIRGINIA	2020-04-30	54	16	WV
VERMONT	2020-04-30	50	4	VT
HAWAII	2020-04-30	15	4	HI
MONTANA	2020-04-30	30	1	MT
ALASKA	2020-04-30	2	0	AK
RHODE ISLAND	2020-04-29	44	321	RI
MASSACHUSETTS	2020-04-29	25	1963	MA
NEW JERSEY	2020-04-29	34	2408	NJ
NEW YORK	2020-04-29	36	4718	NY
ILLINOIS	2020-04-29	17	2253	IL
DISTRICT OF COLUMBIA	2020-04-29	11	112	DC
IOWA	2020-04-29	19	467	IA
NEBRASKA	2020-04-29	31	263	NE
CONNECTICUT	2020-04-29	9	455	CN
MARYLAND	2020-04-29	24	742	MD
NEW MEXICO	2020-04-29	35	238	NM
MICHIGAN	2020-04-29	26	974	MI
INDIANA	2020-04-29	18	626	IN
DELAWARE	2020-04-29	10	80	DE
MINNESOTA	2020-04-29	27	463	MN
LOUISIANA	2020-04-29	22	374	LA
COLORADO	2020-04-29	8	441	CO
MISSISSIPPI	2020-04-29	28	227	MS
VIRGINIA	2020-04-29	51	623	VA
KANSAS	2020-04-29	20	210	KS
SOUTH DAKOTA	2020-04-29	46	61	SD
PENNSYLVANIA	2020-04-29	42	868	PA
GEORGIA	2020-04-29	13	693	GA
CALIFORNIA	2020-04-29	6	2334	CA
NORTH DAKOTA	2020-04-29	38	42	ND
UTAH	2020-04-29	49	156	UT
OHIO	2020-04-29	39	534	OH
WASHINGTON	2020-04-29	53	325	WA
TENNESSEE	2020-04-29	47	281	TN
WISCONSIN	2020-04-29	55	231	WI
NEVADA	2020-04-29	32	122	NV
KENTUCKY	2020-04-29	21	163	KY
NORTH CAROLINA	2020-04-29	37	379	NC
ALABAMA	2020-04-29	1	175	AL
ARIZONA	2020-04-29	4	254	AZ
TEXAS	2020-04-29	48	971	TX
NEW HAMPSHIRE	2020-04-29	33	44	NH
SOUTH CAROLINA	2020-04-29	45	146	SC
ARKANSAS	2020-04-29	5	80	AR
MISSOURI	2020-04-29	29	120	MO
IDAHO	2020-04-29	16	32	ID
FLORIDA	2020-04-29	12	347	FL
OKLAHOMA	2020-04-29	40	63	OK
OREGON	2020-04-29	41	61	OR
WYOMING	2020-04-29	56	8	WY
MAINE	2020-04-29	23	16	ME
WEST VIRGINIA	2020-04-29	54	14	WV
ALASKA	2020-04-29	2	4	AK
HAWAII	2020-04-29	15	3	HI
MONTANA	2020-04-29	30	0	MT
VERMONT	2020-04-29	50	0	VT
DELAWARE	2020-04-28	10	413	DE
NEW JERSEY	2020-04-28	34	2668	NJ
MASSACHUSETTS	2020-04-28	25	1840	MA
RHODE ISLAND	2020-04-28	44	218	RI
ILLINOIS	2020-04-28	17	2219	IL
NEW YORK	2020-04-28	36	3285	NY
IOWA	2020-04-28	19	508	IA
DISTRICT OF COLUMBIA	2020-04-28	11	102	DC
PENNSYLVANIA	2020-04-28	42	1595	PA
MARYLAND	2020-04-28	24	626	MD
MICHIGAN	2020-04-28	26	1012	MI
INDIANA	2020-04-28	18	646	IN
VIRGINIA	2020-04-28	51	804	VA
CONNECTICUT	2020-04-28	9	315	CN
MISSISSIPPI	2020-04-28	28	248	MS
SOUTH DAKOTA	2020-04-28	46	68	SD
COLORADO	2020-04-28	8	435	CO
NEW MEXICO	2020-04-28	35	150	NM
KANSAS	2020-04-28	20	194	KS
NEBRASKA	2020-04-28	31	126	NE
MINNESOTA	2020-04-28	27	365	MN
NORTH DAKOTA	2020-04-28	38	49	ND
NEW HAMPSHIRE	2020-04-28	33	72	NH
KENTUCKY	2020-04-28	21	229	KY
NORTH CAROLINA	2020-04-28	37	533	NC
LOUISIANA	2020-04-28	22	218	LA
ALABAMA	2020-04-28	1	211	AL
OHIO	2020-04-28	39	444	OH
WISCONSIN	2020-04-28	55	208	WI
GEORGIA	2020-04-28	13	378	GA
CALIFORNIA	2020-04-28	6	1362	CA
TENNESSEE	2020-04-28	47	235	TN
NEVADA	2020-04-28	32	104	NV
UTAH	2020-04-28	49	107	UT
FLORIDA	2020-04-28	12	708	FL
OKLAHOMA	2020-04-28	40	130	OK
ARIZONA	2020-04-28	4	232	AZ
TEXAS	2020-04-28	48	905	TX
WYOMING	2020-04-28	56	16	WY
WASHINGTON	2020-04-28	53	207	WA
SOUTH CAROLINA	2020-04-28	45	122	SC
MISSOURI	2020-04-28	29	135	MO
IDAHO	2020-04-28	16	35	ID
ARKANSAS	2020-04-28	5	58	AR
MAINE	2020-04-28	23	17	ME
VERMONT	2020-04-28	50	7	VT
WEST VIRGINIA	2020-04-28	54	18	WV
ALASKA	2020-04-28	2	6	AK
OREGON	2020-04-28	41	31	OR
MONTANA	2020-04-28	30	2	MT
HAWAII	2020-04-28	15	2	HI
RHODE ISLAND	2020-04-27	44	269	RI
NEW JERSEY	2020-04-27	34	2150	NJ
MASSACHUSETTS	2020-04-27	25	1524	MA
NEW YORK	2020-04-27	36	4077	NY
CONNECTICUT	2020-04-27	9	728	CN
NEBRASKA	2020-04-27	31	361	NE
ILLINOIS	2020-04-27	17	1980	IL
MARYLAND	2020-04-27	24	910	MD
INDIANA	2020-04-27	18	950	IN
DELAWARE	2020-04-27	10	128	DE
IOWA	2020-04-27	19	378	IA
NORTH DAKOTA	2020-04-27	38	75	ND
PENNSYLVANIA	2020-04-27	42	1019	PA
GEORGIA	2020-04-27	13	770	GA
DISTRICT OF COLUMBIA	2020-04-27	11	51	DC
KANSAS	2020-04-27	20	209	KS
VIRGINIA	2020-04-27	51	565	VA
COLORADO	2020-04-27	8	364	CO
MISSISSIPPI	2020-04-27	28	183	MS
LOUISIANA	2020-04-27	22	279	LA
NEW HAMPSHIRE	2020-04-27	33	74	NH
NEW MEXICO	2020-04-27	35	97	NM
MICHIGAN	2020-04-27	26	454	MI
TENNESSEE	2020-04-27	47	304	TN
CALIFORNIA	2020-04-27	6	1517	CA
MINNESOTA	2020-04-27	27	214	MN
SOUTH DAKOTA	2020-04-27	46	33	SD
UTAH	2020-04-27	49	113	UT
WYOMING	2020-04-27	56	18	WY
OHIO	2020-04-27	39	362	OH
WISCONSIN	2020-04-27	55	170	WI
FLORIDA	2020-04-27	12	610	FL
MISSOURI	2020-04-27	29	174	MO
WASHINGTON	2020-04-27	53	214	WA
ARIZONA	2020-04-27	4	190	AZ
TEXAS	2020-04-27	48	754	TX
ALABAMA	2020-04-27	1	118	AL
SOUTH CAROLINA	2020-04-27	45	123	SC
NEVADA	2020-04-27	32	70	NV
ARKANSAS	2020-04-27	5	68	AR
NORTH CAROLINA	2020-04-27	37	205	NC
KENTUCKY	2020-04-27	21	72	KY
WEST VIRGINIA	2020-04-27	54	24	WV
IDAHO	2020-04-27	16	20	ID
OREGON	2020-04-27	41	43	OR
OKLAHOMA	2020-04-27	40	27	OK
VERMONT	2020-04-27	50	4	VT
MAINE	2020-04-27	23	8	ME
ALASKA	2020-04-27	2	4	AK
MONTANA	2020-04-27	30	1	MT
HAWAII	2020-04-27	15	1	HI
DELAWARE	2020-04-26	10	458	DE
NEW JERSEY	2020-04-26	34	3515	NJ
NEW YORK	2020-04-26	36	6013	NY
RHODE ISLAND	2020-04-26	44	310	RI
MASSACHUSETTS	2020-04-26	25	1590	MA
DISTRICT OF COLUMBIA	2020-04-26	11	142	DC
CONNECTICUT	2020-04-26	9	687	CN
ILLINOIS	2020-04-26	17	2126	IL
MARYLAND	2020-04-26	24	820	MD
IOWA	2020-04-26	19	381	IA
NEBRASKA	2020-04-26	31	228	NE
INDIANA	2020-04-26	18	620	IN
PENNSYLVANIA	2020-04-26	42	1083	PA
NORTH DAKOTA	2020-04-26	38	64	ND
COLORADO	2020-04-26	8	473	CO
TENNESSEE	2020-04-26	47	517	TN
SOUTH DAKOTA	2020-04-26	46	66	SD
VIRGINIA	2020-04-26	51	604	VA
MICHIGAN	2020-04-26	26	701	MI
MISSISSIPPI	2020-04-26	28	193	MS
LOUISIANA	2020-04-26	22	261	LA
UTAH	2020-04-26	49	173	UT
NEW HAMPSHIRE	2020-04-26	33	71	NH
SOUTH CAROLINA	2020-04-26	45	237	SC
WYOMING	2020-04-26	56	25	WY
ALABAMA	2020-04-26	1	208	AL
WISCONSIN	2020-04-26	55	224	WI
KENTUCKY	2020-04-26	21	169	KY
KANSAS	2020-04-26	20	107	KS
ARIZONA	2020-04-26	4	246	AZ
OHIO	2020-04-26	39	376	OH
NEVADA	2020-04-26	32	99	NV
FLORIDA	2020-04-26	12	689	FL
NEW MEXICO	2020-04-26	35	66	NM
ARKANSAS	2020-04-26	5	92	AR
CALIFORNIA	2020-04-26	6	1101	CA
MISSOURI	2020-04-26	29	171	MO
MINNESOTA	2020-04-26	27	156	MN
NORTH CAROLINA	2020-04-26	37	282	NC
TEXAS	2020-04-26	48	715	TX
WASHINGTON	2020-04-26	53	179	WA
GEORGIA	2020-04-26	13	234	GA
MAINE	2020-04-26	23	25	ME
WEST VIRGINIA	2020-04-26	54	29	WV
OKLAHOMA	2020-04-26	40	60	OK
OREGON	2020-04-26	41	58	OR
VERMONT	2020-04-26	50	8	VT
IDAHO	2020-04-26	16	10	ID
MONTANA	2020-04-26	30	3	MT
ALASKA	2020-04-26	2	2	AK
HAWAII	2020-04-26	15	2	HI
NEW YORK	2020-04-25	36	10683	NY
RHODE ISLAND	2020-04-25	44	430	RI
NEW JERSEY	2020-04-25	34	3327	NJ
MASSACHUSETTS	2020-04-25	25	2379	MA
DISTRICT OF COLUMBIA	2020-04-25	11	171	DC
NEBRASKA	2020-04-25	31	424	NE
IOWA	2020-04-25	19	650	IA
