state	date	fips	new.cases	abbr
NEW MEXICO	2020-05-20	35	146	NM
MICHIGAN	2020-05-20	26	651	MI
LOUISIANA	2020-05-20	22	278	LA
KANSAS	2020-05-20	20	173	KS
PENNSYLVANIA	2020-05-20	42	747	PA
UTAH	2020-05-20	49	187	UT
MAINE	2020-05-20	23	78	ME
COLORADO	2020-05-20	8	315	CO
CALIFORNIA	2020-05-20	6	2144	CA
ARIZONA	2020-05-20	4	331	AZ
TEXAS	2020-05-20	48	1289	TX
NORTH CAROLINA	2020-05-20	37	459	NC
NEVADA	2020-05-20	32	132	NV
OHIO	2020-05-20	39	484	OH
TENNESSEE	2020-05-20	47	233	TN
WEST VIRGINIA	2020-05-20	54	53	WV
KENTUCKY	2020-05-20	21	131	KY
ARKANSAS	2020-05-20	5	80	AR
FLORIDA	2020-05-20	12	527	FL
SOUTH CAROLINA	2020-05-20	45	119	SC
MISSOURI	2020-05-20	29	141	MO
WYOMING	2020-05-20	56	11	WY
OREGON	2020-05-20	41	75	OR
IDAHO	2020-05-20	16	30	ID
WASHINGTON	2020-05-20	53	122	WA
OKLAHOMA	2020-05-20	40	43	OK
MONTANA	2020-05-20	30	7	MT
ALASKA	2020-05-20	2	3	AK
HAWAII	2020-05-20	15	2	HI
VERMONT	2020-05-20	50	0	VT
MARYLAND	2020-05-19	24	1782	MD
DISTRICT OF COLUMBIA	2020-05-19	11	164	DC
DELAWARE	2020-05-19	10	168	DE
RHODE ISLAND	2020-05-19	44	156	RI
MASSACHUSETTS	2020-05-19	25	873	MA
ILLINOIS	2020-05-19	17	1520	IL
MINNESOTA	2020-05-19	27	666	MN
VIRGINIA	2020-05-19	51	1005	VA
NEBRASKA	2020-05-19	31	221	NE
NEW JERSEY	2020-05-19	34	974	NJ
IOWA	2020-05-19	19	341	IA
MISSISSIPPI	2020-05-19	28	272	MS
CONNECTICUT	2020-05-19	9	314	CN
NORTH DAKOTA	2020-05-19	38	63	ND
TENNESSEE	2020-05-19	47	534	TN
NEW YORK	2020-05-19	36	1479	NY
INDIANA	2020-05-19	18	505	IN
LOUISIANA	2020-05-19	22	329	LA
SOUTH DAKOTA	2020-05-19	46	58	SD
NORTH CAROLINA	2020-05-19	37	641	NC
ALABAMA	2020-05-19	1	290	AL
PENNSYLVANIA	2020-05-19	42	728	PA
GEORGIA	2020-05-19	13	580	GA
ARIZONA	2020-05-19	4	396	AZ
CALIFORNIA	2020-05-19	6	2038	CA
NEW HAMPSHIRE	2020-05-19	33	69	NH
COLORADO	2020-05-19	8	280	CO
MICHIGAN	2020-05-19	26	484	MI
WISCONSIN	2020-05-19	55	279	WI
NEW MEXICO	2020-05-19	35	96	NM
UTAH	2020-05-19	49	146	UT
TEXAS	2020-05-19	48	1292	TX
OHIO	2020-05-19	39	498	OH
KENTUCKY	2020-05-19	21	164	KY
ARKANSAS	2020-05-19	5	110	AR
NEVADA	2020-05-19	32	110	NV
WASHINGTON	2020-05-19	53	232	WA
MISSOURI	2020-05-19	29	144	MO
FLORIDA	2020-05-19	12	502	FL
OKLAHOMA	2020-05-19	40	91	OK
SOUTH CAROLINA	2020-05-19	45	114	SC
MAINE	2020-05-19	23	28	ME
WYOMING	2020-05-19	56	10	WY
KANSAS	2020-05-19	20	49	KS
IDAHO	2020-05-19	16	21	ID
OREGON	2020-05-19	41	39	OR
WEST VIRGINIA	2020-05-19	54	12	WV
VERMONT	2020-05-19	50	4	VT
MONTANA	2020-05-19	30	1	MT
HAWAII	2020-05-19	15	1	HI
ALASKA	2020-05-19	2	0	AK
DISTRICT OF COLUMBIA	2020-05-18	11	147	DC
DELAWARE	2020-05-18	10	199	DE
CONNECTICUT	2020-05-18	9	697	CN
NEW JERSEY	2020-05-18	34	1705	NJ
ILLINOIS	2020-05-18	17	2418	IL
MARYLAND	2020-05-18	24	962	MD
MASSACHUSETTS	2020-05-18	25	1042	MA
NEBRASKA	2020-05-18	31	277	NE
KANSAS	2020-05-18	20	373	KS
MINNESOTA	2020-05-18	27	695	MN
RHODE ISLAND	2020-05-18	44	121	RI
IOWA	2020-05-18	19	304	IA
VIRGINIA	2020-05-18	51	752	VA
MICHIGAN	2020-05-18	26	799	MI
NEW MEXICO	2020-05-18	35	158	NM
PENNSYLVANIA	2020-05-18	42	931	PA
LOUISIANA	2020-05-18	22	334	LA
INDIANA	2020-05-18	18	478	IN
ALABAMA	2020-05-18	1	315	AL
GEORGIA	2020-05-18	13	680	GA
NEW YORK	2020-05-18	36	1241	NY
NORTH CAROLINA	2020-05-18	37	584	NC
KENTUCKY	2020-05-18	21	248	KY
TENNESSEE	2020-05-18	47	376	TN
COLORADO	2020-05-18	8	265	CO
MISSISSIPPI	2020-05-18	28	136	MS
UTAH	2020-05-18	49	146	UT
OHIO	2020-05-18	39	530	OH
SOUTH DAKOTA	2020-05-18	46	40	SD
NEW HAMPSHIRE	2020-05-18	33	56	NH
NORTH DAKOTA	2020-05-18	38	31	ND
NEVADA	2020-05-18	32	124	NV
CALIFORNIA	2020-05-18	6	1577	CA
FLORIDA	2020-05-18	12	854	FL
TEXAS	2020-05-18	48	960	TX
ARIZONA	2020-05-18	4	233	AZ
WASHINGTON	2020-05-18	53	242	WA
WISCONSIN	2020-05-18	55	151	WI
MISSOURI	2020-05-18	29	156	MO
SOUTH CAROLINA	2020-05-18	45	126	SC
OKLAHOMA	2020-05-18	40	88	OK
WYOMING	2020-05-18	56	12	WY
MAINE	2020-05-18	23	26	ME
IDAHO	2020-05-18	16	34	ID
ARKANSAS	2020-05-18	5	54	AR
OREGON	2020-05-18	41	64	OR
WEST VIRGINIA	2020-05-18	54	10	WV
ALASKA	2020-05-18	2	3	AK
MONTANA	2020-05-18	30	2	MT
HAWAII	2020-05-18	15	0	HI
VERMONT	2020-05-18	50	0	VT
RHODE ISLAND	2020-05-17	44	240	RI
CONNECTICUT	2020-05-17	9	716	CN
MASSACHUSETTS	2020-05-17	25	1077	MA
NEW JERSEY	2020-05-17	34	1245	NJ
MARYLAND	2020-05-17	24	837	MD
ILLINOIS	2020-05-17	17	1691	IL
DELAWARE	2020-05-17	10	123	DE
MINNESOTA	2020-05-17	27	708	MN
DISTRICT OF COLUMBIA	2020-05-17	11	81	DC
IOWA	2020-05-17	19	323	IA
NEW YORK	2020-05-17	36	1901	NY
VIRGINIA	2020-05-17	51	705	VA
INDIANA	2020-05-17	18	500	IN
NORTH DAKOTA	2020-05-17	38	52	ND
LOUISIANA	2020-05-17	22	315	LA
NEBRASKA	2020-05-17	31	128	NE
MICHIGAN	2020-05-17	26	638	MI
ARKANSAS	2020-05-17	5	181	AR
MISSISSIPPI	2020-05-17	28	173	MS
UTAH	2020-05-17	49	170	UT
COLORADO	2020-05-17	8	305	CO
NORTH CAROLINA	2020-05-17	37	528	NC
MISSOURI	2020-05-17	29	275	MO
NEW MEXICO	2020-05-17	35	91	NM
ARIZONA	2020-05-17	4	306	AZ
NEVADA	2020-05-17	32	125	NV
PENNSYLVANIA	2020-05-17	42	517	PA
OHIO	2020-05-17	39	449	OH
CALIFORNIA	2020-05-17	6	1433	CA
FLORIDA	2020-05-17	12	777	FL
WISCONSIN	2020-05-17	55	203	WI
TEXAS	2020-05-17	48	962	TX
SOUTH DAKOTA	2020-05-17	46	28	SD
SOUTH CAROLINA	2020-05-17	45	155	SC
NEW HAMPSHIRE	2020-05-17	33	40	NH
MAINE	2020-05-17	23	39	ME
GEORGIA	2020-05-17	13	299	GA
TENNESSEE	2020-05-17	47	187	TN
WASHINGTON	2020-05-17	53	178	WA
WYOMING	2020-05-17	56	13	WY
ALABAMA	2020-05-17	1	97	AL
OKLAHOMA	2020-05-17	40	73	OK
WEST VIRGINIA	2020-05-17	54	22	WV
VERMONT	2020-05-17	50	6	VT
ALASKA	2020-05-17	2	4	AK
KENTUCKY	2020-05-17	21	20	KY
OREGON	2020-05-17	41	11	OR
KANSAS	2020-05-17	20	7	KS
IDAHO	2020-05-17	16	2	ID
HAWAII	2020-05-17	15	1	HI
MONTANA	2020-05-17	30	0	MT
DISTRICT OF COLUMBIA	2020-05-16	11	171	DC
NEBRASKA	2020-05-16	31	454	NE
MASSACHUSETTS	2020-05-16	25	1512	MA
RHODE ISLAND	2020-05-16	44	215	RI
DELAWARE	2020-05-16	10	174	DE
CONNECTICUT	2020-05-16	9	618	CN
ILLINOIS	2020-05-16	17	2141	IL
MARYLAND	2020-05-16	24	978	MD
NEW JERSEY	2020-05-16	34	1184	NJ
MINNESOTA	2020-05-16	27	729	MN
VIRGINIA	2020-05-16	51	1011	VA
NORTH DAKOTA	2020-05-16	38	87	ND
NEW YORK	2020-05-16	36	2185	NY
MISSISSIPPI	2020-05-16	28	322	MS
INDIANA	2020-05-16	18	638	IN
IOWA	2020-05-16	19	279	IA
WISCONSIN	2020-05-16	55	514	WI
NEW MEXICO	2020-05-16	35	185	NM
PENNSYLVANIA	2020-05-16	42	1050	PA
SOUTH DAKOTA	2020-05-16	46	72	SD
NORTH CAROLINA	2020-05-16	37	819	NC
COLORADO	2020-05-16	8	397	CO
NEW HAMPSHIRE	2020-05-16	33	92	NH
ARIZONA	2020-05-16	4	462	AZ
ALABAMA	2020-05-16	1	301	AL
LOUISIANA	2020-05-16	22	280	LA
SOUTH CAROLINA	2020-05-16	45	254	SC
CALIFORNIA	2020-05-16	6	1918	CA
OHIO	2020-05-16	39	520	OH
KENTUCKY	2020-05-16	21	195	KY
MICHIGAN	2020-05-16	26	434	MI
WYOMING	2020-05-16	56	25	WY
UTAH	2020-05-16	49	138	UT
TENNESSEE	2020-05-16	47	287	TN
GEORGIA	2020-05-16	13	413	GA
OKLAHOMA	2020-05-16	40	151	OK
ARKANSAS	2020-05-16	5	115	AR
MISSOURI	2020-05-16	29	227	MO
MAINE	2020-05-16	23	45	ME
FLORIDA	2020-05-16	12	673	FL
TEXAS	2020-05-16	48	879	TX
WASHINGTON	2020-05-16	53	205	WA
NEVADA	2020-05-16	32	77	NV
KANSAS	2020-05-16	20	53	KS
OREGON	2020-05-16	41	71	OR
IDAHO	2020-05-16	16	30	ID
WEST VIRGINIA	2020-05-16	54	22	WV
ALASKA	2020-05-16	2	4	AK
MONTANA	2020-05-16	30	2	MT
VERMONT	2020-05-16	50	1	VT
HAWAII	2020-05-16	15	1	HI
ILLINOIS	2020-05-15	17	2447	IL
RHODE ISLAND	2020-05-15	44	203	RI
DISTRICT OF COLUMBIA	2020-05-15	11	135	DC
NEBRASKA	2020-05-15	31	355	NE
MASSACHUSETTS	2020-05-15	25	1239	MA
MARYLAND	2020-05-15	24	1084	MD
CONNECTICUT	2020-05-15	9	621	CN
DELAWARE	2020-05-15	10	150	DE
NEW YORK	2020-05-15	36	2759	NY
MINNESOTA	2020-05-15	27	797	MN
NEW JERSEY	2020-05-15	34	1201	NJ
IOWA	2020-05-15	19	374	IA
KANSAS	2020-05-15	20	338	KS
SOUTH DAKOTA	2020-05-15	46	95	SD
MISSISSIPPI	2020-05-15	28	318	MS
VIRGINIA	2020-05-15	51	859	VA
WISCONSIN	2020-05-15	55	574	WI
INDIANA	2020-05-15	18	654	IN
PENNSYLVANIA	2020-05-15	42	1020	PA
GEORGIA	2020-05-15	13	820	GA
NEW MEXICO	2020-05-15	35	159	NM
LOUISIANA	2020-05-15	22	348	LA
COLORADO	2020-05-15	8	394	CO
ARIZONA	2020-05-15	4	495	AZ
NORTH DAKOTA	2020-05-15	38	49	ND
TEXAS	2020-05-15	48	1818	TX
NEW HAMPSHIRE	2020-05-15	33	82	NH
NORTH CAROLINA	2020-05-15	37	597	NC
ALABAMA	2020-05-15	1	272	AL
UTAH	2020-05-15	49	170	UT
CALIFORNIA	2020-05-15	6	2068	CA
OHIO	2020-05-15	39	593	OH
MICHIGAN	2020-05-15	26	493	MI
TENNESSEE	2020-05-15	47	329	TN
FLORIDA	2020-05-15	12	928	FL
SOUTH CAROLINA	2020-05-15	45	218	SC
NEVADA	2020-05-15	32	129	NV
KENTUCKY	2020-05-15	21	181	KY
WASHINGTON	2020-05-15	53	270	WA
ARKANSAS	2020-05-15	5	97	AR
OKLAHOMA	2020-05-15	40	124	OK
MAINE	2020-05-15	23	38	ME
WYOMING	2020-05-15	56	15	WY
IDAHO	2020-05-15	16	37	ID
OREGON	2020-05-15	41	62	OR
MISSOURI	2020-05-15	29	77	MO
WEST VIRGINIA	2020-05-15	54	13	WV
MONTANA	2020-05-15	30	4	MT
VERMONT	2020-05-15	50	1	VT
ALASKA	2020-05-15	2	1	AK
HAWAII	2020-05-15	15	1	HI
DELAWARE	2020-05-14	10	271	DE
ILLINOIS	2020-05-14	17	3207	IL
MASSACHUSETTS	2020-05-14	25	1685	MA
DISTRICT OF COLUMBIA	2020-05-14	11	152	DC
MARYLAND	2020-05-14	24	1094	MD
LOUISIANA	2020-05-14	22	827	LA
NEBRASKA	2020-05-14	31	339	NE
RHODE ISLAND	2020-05-14	44	181	RI
CONNECTICUT	2020-05-14	9	609	CN
MISSISSIPPI	2020-05-14	28	393	MS
NEW JERSEY	2020-05-14	34	1144	NJ
VIRGINIA	2020-05-14	51	1067	VA
IOWA	2020-05-14	19	386	IA
NEW YORK	2020-05-14	36	2364	NY
MICHIGAN	2020-05-14	26	1182	MI
MINNESOTA	2020-05-14	27	527	MN
INDIANA	2020-05-14	18	583	IN
NORTH DAKOTA	2020-05-14	38	65	ND
ALABAMA	2020-05-14	1	401	AL
PENNSYLVANIA	2020-05-14	42	964	PA
NORTH CAROLINA	2020-05-14	37	743	NC
ARIZONA	2020-05-14	4	498	AZ
SOUTH DAKOTA	2020-05-14	46	60	SD
NEW MEXICO	2020-05-14	35	139	NM
KENTUCKY	2020-05-14	21	295	KY
WISCONSIN	2020-05-14	55	377	WI
COLORADO	2020-05-14	8	371	CO
NEW HAMPSHIRE	2020-05-14	33	83	NH
OHIO	2020-05-14	39	636	OH
GEORGIA	2020-05-14	13	556	GA
WASHINGTON	2020-05-14	53	369	WA
TENNESSEE	2020-05-14	47	327	TN
TEXAS	2020-05-14	48	1347	TX
CALIFORNIA	2020-05-14	6	1729	CA
ARKANSAS	2020-05-14	5	130	AR
UTAH	2020-05-14	49	136	UT
KANSAS	2020-05-14	20	116	KS
NEVADA	2020-05-14	32	122	NV
FLORIDA	2020-05-14	12	808	FL
MAINE	2020-05-14	23	50	ME
SOUTH CAROLINA	2020-05-14	45	159	SC
OKLAHOMA	2020-05-14	40	110	OK
WYOMING	2020-05-14	56	13	WY
MISSOURI	2020-05-14	29	121	MO
WEST VIRGINIA	2020-05-14	54	30	WV
IDAHO	2020-05-14	16	27	ID
OREGON	2020-05-14	41	63	OR
ALASKA	2020-05-14	2	4	AK
VERMONT	2020-05-14	50	3	VT
HAWAII	2020-05-14	15	0	HI
MONTANA	2020-05-14	30	0	MT
DELAWARE	2020-05-13	10	211	DE
RHODE ISLAND	2020-05-13	44	221	RI
NEBRASKA	2020-05-13	31	340	NE
MASSACHUSETTS	2020-05-13	25	1165	MA
CONNECTICUT	2020-05-13	9	522	CN
DISTRICT OF COLUMBIA	2020-05-13	11	99	DC
ILLINOIS	2020-05-13	17	1706	IL
LOUISIANA	2020-05-13	22	612	LA
MARYLAND	2020-05-13	24	753	MD
IOWA	2020-05-13	19	377	IA
VIRGINIA	2020-05-13	51	946	VA
NEW YORK	2020-05-13	36	2123	NY
NORTH DAKOTA	2020-05-13	38	76	ND
NEW JERSEY	2020-05-13	34	817	NJ
SOUTH DAKOTA	2020-05-13	46	69	SD
MINNESOTA	2020-05-13	27	423	MN
NEW MEXICO	2020-05-13	35	152	NM
TENNESSEE	2020-05-13	47	484	TN
KANSAS	2020-05-13	20	200	KS
PENNSYLVANIA	2020-05-13	42	787	PA
MISSISSIPPI	2020-05-13	28	182	MS
ARIZONA	2020-05-13	4	440	AZ
COLORADO	2020-05-13	8	339	CO
NEVADA	2020-05-13	32	171	NV
INDIANA	2020-05-13	18	368	IN
UTAH	2020-05-13	49	170	UT
CALIFORNIA	2020-05-13	6	2068	CA
GEORGIA	2020-05-13	13	555	GA
TEXAS	2020-05-13	48	1474	TX
WISCONSIN	2020-05-13	55	286	WI
ALABAMA	2020-05-13	1	236	AL
NEW HAMPSHIRE	2020-05-13	33	60	NH
NORTH CAROLINA	2020-05-13	37	448	NC
OHIO	2020-05-13	39	470	OH
MISSOURI	2020-05-13	29	245	MO
MICHIGAN	2020-05-13	26	361	MI
OKLAHOMA	2020-05-13	40	121	OK
MAINE	2020-05-13	23	38	ME
ARKANSAS	2020-05-13	5	72	AR
WYOMING	2020-05-13	56	13	WY
FLORIDA	2020-05-13	12	479	FL
KENTUCKY	2020-05-13	21	99	KY
SOUTH CAROLINA	2020-05-13	45	103	SC
IDAHO	2020-05-13	16	31	ID
WEST VIRGINIA	2020-05-13	54	26	WV
WASHINGTON	2020-05-13	53	110	WA
OREGON	2020-05-13	41	57	OR
VERMONT	2020-05-13	50	2	VT
HAWAII	2020-05-13	15	3	HI
MONTANA	2020-05-13	30	1	MT
ALASKA	2020-05-13	2	0	AK
ILLINOIS	2020-05-12	17	4045	IL
DELAWARE	2020-05-12	10	176	DE
IOWA	2020-05-12	19	539	IA
CONNECTICUT	2020-05-12	9	568	CN
RHODE ISLAND	2020-05-12	44	164	RI
DISTRICT OF COLUMBIA	2020-05-12	11	96	DC
MASSACHUSETTS	2020-05-12	25	870	MA
MINNESOTA	2020-05-12	27	695	MN
MARYLAND	2020-05-12	24	691	MD
NEW JERSEY	2020-05-12	34	798	NJ
VIRGINIA	2020-05-12	51	730	VA
GEORGIA	2020-05-12	13	863	GA
NEBRASKA	2020-05-12	31	157	NE
INDIANA	2020-05-12	18	542	IN
MISSISSIPPI	2020-05-12	28	234	MS
NEW YORK	2020-05-12	36	1438	NY
NORTH DAKOTA	2020-05-12	38	53	ND
NEW MEXICO	2020-05-12	35	143	NM
PENNSYLVANIA	2020-05-12	42	850	PA
KENTUCKY	2020-05-12	21	293	KY
KANSAS	2020-05-12	20	191	KS
ALABAMA	2020-05-12	1	300	AL
NEW HAMPSHIRE	2020-05-12	33	79	NH
SOUTH DAKOTA	2020-05-12	46	49	SD
COLORADO	2020-05-12	8	310	CO
TENNESSEE	2020-05-12	47	354	TN
NEVADA	2020-05-12	32	159	NV
LOUISIANA	2020-05-12	22	235	LA
ARIZONA	2020-05-12	4	356	AZ
TEXAS	2020-05-12	48	1360	TX
FLORIDA	2020-05-12	12	941	FL
MICHIGAN	2020-05-12	26	420	MI
CALIFORNIA	2020-05-12	6	1636	CA
OHIO	2020-05-12	39	472	OH
ARKANSAS	2020-05-12	5	121	AR
WISCONSIN	2020-05-12	55	199	WI
NORTH CAROLINA	2020-05-12	37	333	NC
OKLAHOMA	2020-05-12	40	118	OK
UTAH	2020-05-12	49	90	UT
WASHINGTON	2020-05-12	53	210	WA
SOUTH CAROLINA	2020-05-12	45	135	SC
IDAHO	2020-05-12	16	33	ID
OREGON	2020-05-12	41	73	OR
MISSOURI	2020-05-12	29	99	MO
MAINE	2020-05-12	23	15	ME
WYOMING	2020-05-12	56	6	WY
WEST VIRGINIA	2020-05-12	54	9	WV
ALASKA	2020-05-12	2	3	AK
MONTANA	2020-05-12	30	2	MT
VERMONT	2020-05-12	50	1	VT
HAWAII	2020-05-12	15	1	HI
RHODE ISLAND	2020-05-11	44	176	RI
DISTRICT OF COLUMBIA	2020-05-11	11	117	DC
NEW JERSEY	2020-05-11	34	1413	NJ
IOWA	2020-05-11	19	414	IA
MARYLAND	2020-05-11	24	790	MD
NEBRASKA	2020-05-11	31	247	NE
DELAWARE	2020-05-11	10	118	DE
VIRGINIA	2020-05-11	51	989	VA
ILLINOIS	2020-05-11	17	1461	IL
SOUTH DAKOTA	2020-05-11	46	97	SD
NEW MEXICO	2020-05-11	35	206	NM
MASSACHUSETTS	2020-05-11	25	669	MA
MINNESOTA	2020-05-11	27	528	MN
NEW YORK	2020-05-11	36	1610	NY
INDIANA	2020-05-11	18	501	IN
NEW HAMPSHIRE	2020-05-11	33	89	NH
OHIO	2020-05-11	39	699	OH
CONNECTICUT	2020-05-11	9	211	CN
MISSISSIPPI	2020-05-11	28	173	MS
ALABAMA	2020-05-11	1	275	AL
TENNESSEE	2020-05-11	47	363	TN
WASHINGTON	2020-05-11	53	391	WA
KENTUCKY	2020-05-11	21	224	KY
LOUISIANA	2020-05-11	22	208	LA
MICHIGAN	2020-05-11	26	410	MI
PENNSYLVANIA	2020-05-11	42	520	PA
KANSAS	2020-05-11	20	116	KS
CALIFORNIA	2020-05-11	6	1463	CA
ARIZONA	2020-05-11	4	261	AZ
NORTH DAKOTA	2020-05-11	38	27	ND
UTAH	2020-05-11	49	113	UT
COLORADO	2020-05-11	8	198	CO
WISCONSIN	2020-05-11	55	199	WI
TEXAS	2020-05-11	48	951	TX
NORTH CAROLINA	2020-05-11	37	286	NC
SOUTH CAROLINA	2020-05-11	45	139	SC
MISSOURI	2020-05-11	29	119	MO
MAINE	2020-05-11	23	26	ME
FLORIDA	2020-05-11	12	386	FL
GEORGIA	2020-05-11	13	181	GA
IDAHO	2020-05-11	16	29	ID
OREGON	2020-05-11	41	58	OR
WYOMING	2020-05-11	56	7	WY
NEVADA	2020-05-11	32	32	NV
ARKANSAS	2020-05-11	5	31	AR
OKLAHOMA	2020-05-11	40	24	OK
WEST VIRGINIA	2020-05-11	54	7	WV
ALASKA	2020-05-11	2	2	AK
HAWAII	2020-05-11	15	2	HI
MONTANA	2020-05-11	30	1	MT
VERMONT	2020-05-11	50	0	VT
RHODE ISLAND	2020-05-10	44	285	RI
DISTRICT OF COLUMBIA	2020-05-10	11	170	DC
DELAWARE	2020-05-10	10	170	DE
MARYLAND	2020-05-10	24	1055	MD
NEW JERSEY	2020-05-10	34	1447	NJ
CONNECTICUT	2020-05-10	9	570	CN
MASSACHUSETTS	2020-05-10	25	1050	MA
SOUTH DAKOTA	2020-05-10	46	124	SD
ILLINOIS	2020-05-10	17	1654	IL
NEW YORK	2020-05-10	36	2138	NY
PENNSYLVANIA	2020-05-10	42	1376	PA
VIRGINIA	2020-05-10	51	885	VA
IOWA	2020-05-10	19	288	IA
ARKANSAS	2020-05-10	5	265	AR
MINNESOTA	2020-05-10	27	481	MN
GEORGIA	2020-05-10	13	786	GA
INDIANA	2020-05-10	18	394	IN
COLORADO	2020-05-10	8	328	CO
TENNESSEE	2020-05-10	47	385	TN
NEBRASKA	2020-05-10	31	95	NE
WISCONSIN	2020-05-10	55	280	WI
UTAH	2020-05-10	49	148	UT
ALABAMA	2020-05-10	1	221	AL
NEW HAMPSHIRE	2020-05-10	33	60	NH
KANSAS	2020-05-10	20	122	KS
MISSISSIPPI	2020-05-10	28	123	MS
TEXAS	2020-05-10	48	1188	TX
NEW MEXICO	2020-05-10	35	85	NM
LOUISIANA	2020-05-10	22	183	LA
MICHIGAN	2020-05-10	26	381	MI
NORTH CAROLINA	2020-05-10	37	396	NC
NORTH DAKOTA	2020-05-10	38	27	ND
OHIO	2020-05-10	39	389	OH
CALIFORNIA	2020-05-10	6	1227	CA
FLORIDA	2020-05-10	12	595	FL
MISSOURI	2020-05-10	29	169	MO
OKLAHOMA	2020-05-10	40	99	OK
NEVADA	2020-05-10	32	74	NV
SOUTH CAROLINA	2020-05-10	45	122	SC
ARIZONA	2020-05-10	4	159	AZ
MAINE	2020-05-10	23	28	ME
WASHINGTON	2020-05-10	53	152	WA
OREGON	2020-05-10	41	68	OR
WYOMING	2020-05-10	56	9	WY
WEST VIRGINIA	2020-05-10	54	15	WV
VERMONT	2020-05-10	50	5	VT
KENTUCKY	2020-05-10	21	17	KY
ALASKA	2020-05-10	2	1	AK
IDAHO	2020-05-10	16	2	ID
HAWAII	2020-05-10	15	1	HI
MONTANA	2020-05-10	30	0	MT
DISTRICT OF COLUMBIA	2020-05-09	11	203	DC
SOUTH DAKOTA	2020-05-09	46	249	SD
NEBRASKA	2020-05-09	31	403	NE
MASSACHUSETTS	2020-05-09	25	1410	MA
DELAWARE	2020-05-09	10	194	DE
RHODE ISLAND	2020-05-09	44	210	RI
NEW JERSEY	2020-05-09	34	1631	NJ
ILLINOIS	2020-05-09	17	2320	IL
MARYLAND	2020-05-09	24	1046	MD
CONNECTICUT	2020-05-09	9	573	CN
NEW YORK	2020-05-09	36	2715	NY
MINNESOTA	2020-05-09	27	702	MN
LOUISIANA	2020-05-09	22	562	LA
VIRGINIA	2020-05-09	51	854	VA
MISSISSIPPI	2020-05-09	28	288	MS
COLORADO	2020-05-09	8	548	CO
INDIANA	2020-05-09	18	619	IN
PENNSYLVANIA	2020-05-09	42	1160	PA
IOWA	2020-05-09	19	214	IA
WISCONSIN	2020-05-09	55	349	WI
ARIZONA	2020-05-09	4	434	AZ
KANSAS	2020-05-09	20	172	KS
TENNESSEE	2020-05-09	47	399	TN
OHIO	2020-05-09	39	679	OH
ALABAMA	2020-05-09	1	283	AL
UTAH	2020-05-09	49	184	UT
CALIFORNIA	2020-05-09	6	2208	CA
NORTH DAKOTA	2020-05-09	38	39	ND
NEW MEXICO	2020-05-09	35	105	NM
NORTH CAROLINA	2020-05-09	37	508	NC
NEW HAMPSHIRE	2020-05-09	33	64	NH
MICHIGAN	2020-05-09	26	416	MI
KENTUCKY	2020-05-09	21	171	KY
FLORIDA	2020-05-09	12	802	FL
GEORGIA	2020-05-09	13	392	GA
NEVADA	2020-05-09	32	104	NV
SOUTH CAROLINA	2020-05-09	45	164	SC
TEXAS	2020-05-09	48	906	TX
MISSOURI	2020-05-09	29	164	MO
MAINE	2020-05-09	23	34	ME
OREGON	2020-05-09	41	92	OR
WASHINGTON	2020-05-09	53	152	WA
OKLAHOMA	2020-05-09	40	66	OK
WYOMING	2020-05-09	56	9	WY
IDAHO	2020-05-09	16	25	ID
WEST VIRGINIA	2020-05-09	54	24	WV
VERMONT	2020-05-09	50	2	VT
ALASKA	2020-05-09	2	1	AK
HAWAII	2020-05-09	15	1	HI
ARKANSAS	2020-05-09	5	0	AR
MONTANA	2020-05-09	30	0	MT
DISTRICT OF COLUMBIA	2020-05-08	11	245	DC
NEBRASKA	2020-05-08	31	640	NE
SOUTH DAKOTA	2020-05-08	46	239	SD
RHODE ISLAND	2020-05-08	44	249	RI
MASSACHUSETTS	2020-05-08	25	1612	MA
ILLINOIS	2020-05-08	17	2886	IL
NEW JERSEY	2020-05-08	34	1819	NJ
MARYLAND	2020-05-08	24	1116	MD
CONNECTICUT	2020-05-08	9	627	CN
KANSAS	2020-05-08	20	511	KS
DELAWARE	2020-05-08	10	144	DE
NEW YORK	2020-05-08	36	2873	NY
MISSISSIPPI	2020-05-08	28	404	MS
MINNESOTA	2020-05-08	27	723	MN
IOWA	2020-05-08	19	398	IA
PENNSYLVANIA	2020-05-08	42	1352	PA
INDIANA	2020-05-08	18	678	IN
VIRGINIA	2020-05-08	51	772	VA
NEW MEXICO	2020-05-08	35	181	NM
ARIZONA	2020-05-08	4	581	AZ
COLORADO	2020-05-08	8	455	CO
NEW HAMPSHIRE	2020-05-08	33	104	NH
OHIO	2020-05-08	39	887	OH
NORTH DAKOTA	2020-05-08	38	54	ND
ALABAMA	2020-05-08	1	339	AL
MICHIGAN	2020-05-08	26	676	MI
WISCONSIN	2020-05-08	55	375	WI
UTAH	2020-05-08	49	195	UT
CALIFORNIA	2020-05-08	6	2135	CA
GEORGIA	2020-05-08	13	565	GA
SOUTH CAROLINA	2020-05-08	45	225	SC
LOUISIANA	2020-05-08	22	203	LA
TEXAS	2020-05-08	48	1261	TX
NORTH CAROLINA	2020-05-08	37	448	NC
WASHINGTON	2020-05-08	53	290	WA
MAINE	2020-05-08	23	44	ME
KENTUCKY	2020-05-08	21	125	KY
NEVADA	2020-05-08	32	84	NV
MISSOURI	2020-05-08	29	164	MO
TENNESSEE	2020-05-08	47	168	TN
